name,date,departure,arrival,time,products,price,weekday,validity,route
ICE_CB_20231012_0742,2023-10-12,07:42,09:35,1:53,['ICE'],57.9,3,1697054400000,CB
ICE_CB_20231012_0942,2023-10-12,09:42,11:35,1:53,['ICE'],77.2,3,1697054400000,CB
ICE_CB_20231012_1142,2023-10-12,11:42,13:35,1:53,['ICE'],77.2,3,1697054400000,CB
ICE_CB_20231012_1342,2023-10-12,13:42,15:35,1:53,['ICE'],59.9,3,1697054400000,CB
ICE_CB_20231012_1540,2023-10-12,15:40,17:35,1:55,['ICE'],59.9,3,1697054400000,CB
ICE_CB_20231012_1741,2023-10-12,17:41,19:35,1:54,['ICE'],57.9,3,1697054400000,CB
ICE_CB_20231012_1941,2023-10-12,19:41,21:35,1:54,['ICE'],57.9,3,1697054400000,CB
ICE_CB_20231013_0742,2023-10-13,07:42,09:35,1:53,['ICE'],37.9,4,1697054400000,CB
ICE_CB_20231013_0942,2023-10-13,09:42,11:35,1:53,['ICE'],59.9,4,1697054400000,CB
ICE_CB_20231013_1142,2023-10-13,11:42,13:35,1:53,['ICE'],79.1,4,1697054400000,CB
ICE_CB_20231013_1540,2023-10-13,15:40,17:35,1:55,['ICE'],79.1,4,1697054400000,CB
ICE_CB_20231013_1741,2023-10-13,17:41,19:35,1:54,['ICE'],59.9,4,1697054400000,CB
ICE_CB_20231013_1941,2023-10-13,19:41,21:35,1:54,['ICE'],57.9,4,1697054400000,CB
ICE_CB_20231014_0742,2023-10-14,07:42,09:35,1:53,['ICE'],35.9,5,1697054400000,CB
ICE_CB_20231014_0942,2023-10-14,09:42,11:35,1:53,['ICE'],49.9,5,1697054400000,CB
ICE_CB_20231014_1142,2023-10-14,11:42,13:35,1:53,['ICE'],57.9,5,1697054400000,CB
ICE_CB_20231014_1342,2023-10-14,13:42,15:35,1:53,['ICE'],62.8,5,1697054460000,CB
ICE_CB_20231014_1540,2023-10-14,15:40,17:35,1:55,['ICE'],57.9,5,1697054460000,CB
ICE_CB_20231014_1741,2023-10-14,17:41,19:35,1:54,['ICE'],49.9,5,1697054460000,CB
ICE_CB_20231014_1941,2023-10-14,19:41,21:35,1:54,['ICE'],41.9,5,1697054460000,CB
ICE_CB_20231015_0742,2023-10-15,07:42,09:35,1:53,['ICE'],35.9,6,1697054460000,CB
ICE_CB_20231015_0942,2023-10-15,09:42,11:35,1:53,['ICE'],49.9,6,1697054460000,CB
ICE_CB_20231015_1142,2023-10-15,11:42,13:35,1:53,['ICE'],57.9,6,1697054460000,CB
ICE_CB_20231015_1342,2023-10-15,13:42,15:35,1:53,['ICE'],57.9,6,1697054460000,CB
ICE_CB_20231015_1540,2023-10-15,15:40,17:35,1:55,['ICE'],73.9,6,1697054460000,CB
ICE_CB_20231015_1741,2023-10-15,17:41,19:35,1:54,['ICE'],73.9,6,1697054460000,CB
ICE_CB_20231015_1941,2023-10-15,19:41,21:35,1:54,['ICE'],57.9,6,1697054460000,CB
ICE_CB_20231016_0742,2023-10-16,07:42,09:35,1:53,['ICE'],41.9,0,1697054460000,CB
ICE_CB_20231016_0942,2023-10-16,09:42,11:35,1:53,['ICE'],49.9,0,1697054460000,CB
ICE_CB_20231016_1142,2023-10-16,11:42,13:35,1:53,['ICE'],57.9,0,1697054460000,CB
ICE_CB_20231016_1342,2023-10-16,13:42,15:35,1:53,['ICE'],68.0,0,1697054460000,CB
ICE_CB_20231016_1540,2023-10-16,15:40,17:35,1:55,['ICE'],37.9,0,1697054460000,CB
ICE_CB_20231016_1741,2023-10-16,17:41,19:35,1:54,['ICE'],49.9,0,1697054460000,CB
ICE_CB_20231016_1941,2023-10-16,19:41,21:35,1:54,['ICE'],49.9,0,1697054520000,CB
ICE_CB_20231017_0742,2023-10-17,07:42,09:35,1:53,['ICE'],35.9,1,1697054520000,CB
ICE_CB_20231017_0942,2023-10-17,09:42,11:35,1:53,['ICE'],49.9,1,1697054520000,CB
ICE_CB_20231017_1142,2023-10-17,11:42,13:35,1:53,['ICE'],41.9,1,1697054520000,CB
ICE_CB_20231017_1342,2023-10-17,13:42,15:35,1:53,['ICE'],57.9,1,1697054520000,CB
ICE_CB_20231017_1540,2023-10-17,15:40,17:35,1:55,['ICE'],57.9,1,1697054520000,CB
ICE_CB_20231017_1741,2023-10-17,17:41,19:35,1:54,['ICE'],41.9,1,1697054520000,CB
ICE_CB_20231017_1941,2023-10-17,19:41,21:35,1:54,['ICE'],35.9,1,1697054520000,CB
ICE_CB_20231018_0742,2023-10-18,07:42,09:35,1:53,['ICE'],35.9,2,1697054520000,CB
ICE_CB_20231018_0942,2023-10-18,09:42,11:35,1:53,['ICE'],35.9,2,1697054520000,CB
ICE_CB_20231018_1142,2023-10-18,11:42,13:35,1:53,['ICE'],49.9,2,1697054520000,CB
ICE_CB_20231018_1342,2023-10-18,13:42,15:35,1:53,['ICE'],57.9,2,1697054520000,CB
ICE_CB_20231018_1540,2023-10-18,15:40,17:35,1:55,['ICE'],49.9,2,1697054520000,CB
ICE_CB_20231018_1741,2023-10-18,17:41,19:35,1:54,['ICE'],41.9,2,1697054520000,CB
ICE_CB_20231018_1941,2023-10-18,19:41,21:35,1:54,['ICE'],41.9,2,1697054520000,CB
ICE_CB_20231019_0742,2023-10-19,07:42,09:35,1:53,['ICE'],35.9,3,1697054520000,CB
ICE_CB_20231019_0942,2023-10-19,09:42,11:35,1:53,['ICE'],41.9,3,1697054580000,CB
ICE_CB_20231019_1142,2023-10-19,11:42,13:35,1:53,['ICE'],49.9,3,1697054580000,CB
ICE_CB_20231019_1342,2023-10-19,13:42,15:35,1:53,['ICE'],57.9,3,1697054580000,CB
ICE_CB_20231019_1540,2023-10-19,15:40,17:35,1:55,['ICE'],49.9,3,1697054580000,CB
ICE_CB_20231019_1741,2023-10-19,17:41,19:35,1:54,['ICE'],57.9,3,1697054580000,CB
ICE_CB_20231019_1941,2023-10-19,19:41,21:35,1:54,['ICE'],37.9,3,1697054580000,CB
ICE_CB_20231020_0742,2023-10-20,07:42,09:35,1:53,['ICE'],35.9,4,1697054580000,CB
ICE_CB_20231020_0942,2023-10-20,09:42,11:35,1:53,['ICE'],57.9,4,1697054580000,CB
ICE_CB_20231020_1142,2023-10-20,11:42,13:35,1:53,['ICE'],59.9,4,1697054580000,CB
ICE_CB_20231020_1342,2023-10-20,13:42,15:35,1:53,['ICE'],59.9,4,1697054580000,CB
ICE_CB_20231020_1540,2023-10-20,15:40,17:35,1:55,['ICE'],79.1,4,1697054580000,CB
ICE_CB_20231020_1741,2023-10-20,17:41,19:35,1:54,['ICE'],59.9,4,1697054580000,CB
