name,date,departure,arrival,time,products,price,weekday,validity,route
ICE_BC_20230726_0623,2023-07-26,06:23,08:16,1:53,['ICE'],59.9,2,1690311600000,BC
ICE_BC_20230726_0823,2023-07-26,08:23,10:15,1:52,['ICE'],73.25,2,1690311600000,BC
ICE_BC_20230726_1025,2023-07-26,10:25,12:15,1:50,['ICE'],73.25,2,1690311600000,BC
ICE_BC_20230726_1225,2023-07-26,12:25,14:15,1:50,['ICE'],73.25,2,1690311600000,BC
ICE_BC_20230726_1425,2023-07-26,14:25,16:15,1:50,['ICE'],57.9,2,1690311600000,BC
ICE_BC_20230726_1622,2023-07-26,16:22,18:15,1:53,['ICE'],57.9,2,1690311600000,BC
ICE_BC_20230726_1825,2023-07-26,18:25,20:15,1:50,['ICE'],57.9,2,1690311600000,BC
ICE_BC_20230727_0623,2023-07-27,06:23,08:16,1:53,['ICE'],57.9,3,1690311600000,BC
ICE_BC_20230727_0823,2023-07-27,08:23,10:15,1:52,['ICE'],74.75,3,1690311600000,BC
ICE_BC_20230727_1025,2023-07-27,10:25,12:15,1:50,['ICE'],74.75,3,1690311600000,BC
ICE_BC_20230727_1225,2023-07-27,12:25,14:15,1:50,['ICE'],59.9,3,1690311600000,BC
ICE_BC_20230727_1425,2023-07-27,14:25,16:15,1:50,['ICE'],59.9,3,1690311600000,BC
ICE_BC_20230727_1622,2023-07-27,16:22,18:15,1:53,['ICE'],59.9,3,1690311600000,BC
ICE_BC_20230727_1825,2023-07-27,18:25,20:15,1:50,['ICE'],59.9,3,1690311600000,BC
ICE_BC_20230728_0623,2023-07-28,06:23,08:16,1:53,['ICE'],57.9,4,1690311600000,BC
ICE_BC_20230728_0823,2023-07-28,08:23,10:15,1:52,['ICE'],59.9,4,1690311600000,BC
ICE_BC_20230728_1025,2023-07-28,10:25,12:15,1:50,['ICE'],80.65,4,1690311600000,BC
ICE_BC_20230728_1225,2023-07-28,12:25,14:15,1:50,['ICE'],80.65,4,1690311660000,BC
ICE_BC_20230728_1425,2023-07-28,14:25,16:15,1:50,['ICE'],59.9,4,1690311660000,BC
ICE_BC_20230728_1622,2023-07-28,16:22,18:15,1:53,['ICE'],59.9,4,1690311660000,BC
ICE_BC_20230728_1825,2023-07-28,18:25,20:15,1:50,['ICE'],59.9,4,1690311660000,BC
ICE_BC_20230729_0623,2023-07-29,06:23,08:16,1:53,['ICE'],57.9,5,1690311660000,BC
ICE_BC_20230729_0825,2023-07-29,08:25,10:15,1:50,['ICE'],59.9,5,1690311660000,BC
ICE_BC_20230729_1025,2023-07-29,10:25,12:15,1:50,['ICE'],64.05,5,1690311660000,BC
ICE_BC_20230729_1225,2023-07-29,12:25,14:15,1:50,['ICE'],64.05,5,1690311660000,BC
ICE_BC_20230729_1425,2023-07-29,14:25,16:15,1:50,['ICE'],59.9,5,1690311660000,BC
ICE_BC_20230729_1625,2023-07-29,16:25,18:15,1:50,['ICE'],49.9,5,1690311660000,BC
ICE_BC_20230729_1825,2023-07-29,18:25,20:15,1:50,['ICE'],57.9,5,1690311660000,BC
ICE_BC_20230730_0623,2023-07-30,06:23,08:16,1:53,['ICE'],49.9,6,1690311660000,BC
ICE_BC_20230730_0825,2023-07-30,08:25,10:15,1:50,['ICE'],59.9,6,1690311660000,BC
ICE_BC_20230730_1025,2023-07-30,10:25,12:15,1:50,['ICE'],70.45,6,1690311660000,BC
ICE_BC_20230730_1225,2023-07-30,12:25,14:15,1:50,['ICE'],70.45,6,1690311660000,BC
ICE_BC_20230730_1425,2023-07-30,14:25,16:15,1:50,['ICE'],70.45,6,1690311660000,BC
ICE_BC_20230730_1625,2023-07-30,16:25,18:15,1:50,['ICE'],59.9,6,1690311660000,BC
ICE_BC_20230730_1825,2023-07-30,18:25,20:15,1:50,['ICE'],59.9,6,1690311660000,BC
ICE_BC_20230730_2025,2023-07-30,20:25,22:14,1:49,['ICE'],49.9,6,1690311720000,BC
ICE_BC_20230731_0623,2023-07-31,06:23,08:16,1:53,['ICE'],70.45,0,1690311720000,BC
ICE_BC_20230731_0823,2023-07-31,08:23,10:15,1:52,['ICE'],70.45,0,1690311720000,BC
ICE_BC_20230731_1025,2023-07-31,10:25,12:15,1:50,['ICE'],70.45,0,1690311720000,BC
ICE_BC_20230731_1225,2023-07-31,12:25,14:15,1:50,['ICE'],70.45,0,1690311720000,BC
ICE_BC_20230731_1425,2023-07-31,14:25,16:15,1:50,['ICE'],70.45,0,1690311720000,BC
ICE_BC_20230731_1622,2023-07-31,16:22,18:15,1:53,['ICE'],59.9,0,1690311720000,BC
ICE_BC_20230731_1825,2023-07-31,18:25,20:15,1:50,['ICE'],57.9,0,1690311720000,BC
ICE_BC_20230801_0623,2023-08-01,06:23,08:16,1:53,['ICE'],57.9,1,1690311720000,BC
ICE_BC_20230801_0823,2023-08-01,08:23,10:15,1:52,['ICE'],64.05,1,1690311720000,BC
ICE_BC_20230801_1025,2023-08-01,10:25,12:15,1:50,['ICE'],64.05,1,1690311720000,BC
