name,date,departure,arrival,time,products,price,weekday,validity,route
ICE_BC_20221112_0625,2022-11-12,06:25,08:16,1:51,['ICE'],49.9,5,1668193200000,BC
ICE_BC_20221112_0825,2022-11-12,08:25,10:15,1:50,['ICE'],57.9,5,1668193200000,BC
ICE_BC_20221112_1025,2022-11-12,10:25,12:15,1:50,['ICE'],49.9,5,1668193200000,BC
ICE_BC_20221112_1225,2022-11-12,12:25,14:15,1:50,['ICE'],45.9,5,1668193200000,BC
ICE_BC_20221112_1425,2022-11-12,14:25,16:15,1:50,['ICE'],45.9,5,1668193200000,BC
ICE_BC_20221112_1625,2022-11-12,16:25,18:16,1:51,['ICE'],45.9,5,1668193200000,BC
ICE_BC_20221112_1825,2022-11-12,18:25,20:15,1:50,['ICE'],45.9,5,1668193200000,BC
ICE_BC_20221113_0625,2022-11-13,06:25,08:16,1:51,['ICE'],39.9,6,1668193200000,BC
ICE_BC_20221113_0825,2022-11-13,08:25,10:15,1:50,['ICE'],45.9,6,1668193200000,BC
ICE_BC_20221113_1025,2022-11-13,10:25,12:15,1:50,['ICE'],68.5,6,1668193200000,BC
ICE_BC_20221113_1225,2022-11-13,12:25,14:15,1:50,['ICE'],68.5,6,1668193200000,BC
ICE_BC_20221113_1425,2022-11-13,14:25,16:15,1:50,['ICE'],68.5,6,1668193200000,BC
ICE_BC_20221113_1625,2022-11-13,16:25,18:16,1:51,['ICE'],68.5,6,1668193200000,BC
ICE_BC_20221113_1825,2022-11-13,18:25,20:15,1:50,['ICE'],57.9,6,1668193200000,BC
ICE_BC_20221113_2025,2022-11-13,20:25,22:13,1:48,['ICE'],39.9,6,1668193200000,BC
ICE_BC_20221114_0625,2022-11-14,06:25,08:16,1:51,['ICE'],45.9,0,1668193200000,BC
ICE_BC_20221114_0823,2022-11-14,08:23,10:15,1:52,['ICE'],49.9,0,1668193200000,BC
ICE_BC_20221114_1025,2022-11-14,10:25,12:15,1:50,['ICE'],49.9,0,1668193200000,BC
ICE_BC_20221114_1225,2022-11-14,12:25,14:15,1:50,['ICE'],57.9,0,1668193260000,BC
ICE_BC_20221114_1425,2022-11-14,14:25,16:15,1:50,['ICE'],49.9,0,1668193260000,BC
ICE_BC_20221114_1622,2022-11-14,16:22,18:16,1:54,['ICE'],49.9,0,1668193260000,BC
ICE_BC_20221114_1825,2022-11-14,18:25,20:15,1:50,['ICE'],39.9,0,1668193260000,BC
ICE_BC_20221115_0625,2022-11-15,06:25,08:16,1:51,['ICE'],33.9,1,1668193260000,BC
ICE_BC_20221115_0823,2022-11-15,08:23,10:15,1:52,['ICE'],39.9,1,1668193260000,BC
ICE_BC_20221115_1025,2022-11-15,10:25,12:15,1:50,['ICE'],45.9,1,1668193260000,BC
ICE_BC_20221115_1225,2022-11-15,12:25,14:15,1:50,['ICE'],35.9,1,1668193260000,BC
ICE_BC_20221115_1425,2022-11-15,14:25,16:15,1:50,['ICE'],39.9,1,1668193260000,BC
ICE_BC_20221115_1622,2022-11-15,16:22,18:16,1:54,['ICE'],45.9,1,1668193260000,BC
ICE_BC_20221115_1825,2022-11-15,18:25,20:15,1:50,['ICE'],39.9,1,1668193260000,BC
ICE_BC_20221116_0625,2022-11-16,06:25,08:16,1:51,['ICE'],35.9,2,1668193260000,BC
ICE_BC_20221116_0823,2022-11-16,08:23,10:15,1:52,['ICE'],49.9,2,1668193260000,BC
ICE_BC_20221116_1025,2022-11-16,10:25,12:15,1:50,['ICE'],45.9,2,1668193260000,BC
ICE_BC_20221116_1225,2022-11-16,12:25,14:15,1:50,['ICE'],45.9,2,1668193260000,BC
ICE_BC_20221116_1425,2022-11-16,14:25,16:15,1:50,['ICE'],49.9,2,1668193260000,BC
ICE_BC_20221116_1622,2022-11-16,16:22,18:16,1:54,['ICE'],49.9,2,1668193260000,BC
ICE_BC_20221116_1825,2022-11-16,18:25,20:15,1:50,['ICE'],39.9,2,1668193260000,BC
ICE_BC_20221117_0625,2022-11-17,06:25,08:16,1:51,['ICE'],39.9,3,1668193320000,BC
ICE_BC_20221117_0823,2022-11-17,08:23,10:15,1:52,['ICE'],45.9,3,1668193320000,BC
