name,date,departure,arrival,time,products,price,weekday,validity,route
ICE_CB_20230227_1057,2023-02-27,10:57,13:35,2:38,['ICE'],61.9,0,1677398400000,CB
ICE_CB_20230227_1441,2023-02-27,14:41,17:35,2:54,['ICE'],66.7,0,1677398400000,CB
ICE_CB_20230227_1447,2023-02-27,14:47,17:35,2:48,"['RE', 'BUS', 'ICE']",66.8,0,1677398400000,CB
ICE_CB_20230227_1651,2023-02-27,16:51,19:35,2:44,['ICE'],61.9,0,1677398400000,CB
ICE_CB_20230227_1940,2023-02-27,19:40,22:36,2:56,['ICE'],49.9,0,1677398400000,CB
ICE_CB_20230227_1946,2023-02-27,19:46,22:36,2:50,"['RE', 'BUS', 'ICE']",52.9,0,1677398400000,CB
ICE_CB_20230228_1057,2023-02-28,10:57,13:35,2:38,['ICE'],61.9,1,1677398400000,CB
ICE_CB_20230228_1441,2023-02-28,14:41,17:35,2:54,['ICE'],61.9,1,1677398400000,CB
ICE_CB_20230228_1447,2023-02-28,14:47,17:35,2:48,"['RE', 'BUS', 'ICE']",60.9,1,1677398400000,CB
ICE_CB_20230228_1651,2023-02-28,16:51,19:35,2:44,['ICE'],57.9,1,1677398400000,CB
ICE_CB_20230228_1940,2023-02-28,19:40,22:36,2:56,['ICE'],49.9,1,1677398400000,CB
ICE_CB_20230228_1946,2023-02-28,19:46,22:36,2:50,"['RE', 'BUS', 'ICE']",44.9,1,1677398400000,CB
ICE_CB_20230301_1049,2023-03-01,10:49,13:35,2:46,['ICE'],57.9,2,1677398460000,CB
ICE_CB_20230301_1443,2023-03-01,14:43,17:35,2:52,['ICE'],61.9,2,1677398460000,CB
ICE_CB_20230301_1447,2023-03-01,14:47,17:35,2:48,"['RE', 'BUS', 'ICE']",60.9,2,1677398460000,CB
ICE_CB_20230301_1617,2023-03-01,16:17,19:35,3:18,['ICE'],57.9,2,1677398460000,CB
ICE_CB_20230301_1647,2023-03-01,16:47,19:35,2:48,"['RE', 'BUS', 'ICE']",60.9,2,1677398460000,CB
ICE_CB_20230301_1940,2023-03-01,19:40,22:36,2:56,['ICE'],49.9,2,1677398460000,CB
ICE_CB_20230301_1946,2023-03-01,19:46,22:36,2:50,"['RE', 'BUS', 'ICE']",40.9,2,1677398460000,CB
ICE_CB_20230302_1049,2023-03-02,10:49,13:35,2:46,['ICE'],61.9,3,1677398460000,CB
ICE_CB_20230302_1443,2023-03-02,14:43,17:35,2:52,['ICE'],61.9,3,1677398460000,CB
ICE_CB_20230302_1447,2023-03-02,14:47,17:35,2:48,"['RE', 'BUS', 'ICE']",64.9,3,1677398460000,CB
ICE_CB_20230302_1617,2023-03-02,16:17,19:35,3:18,['ICE'],49.9,3,1677398460000,CB
ICE_CB_20230302_1647,2023-03-02,16:47,19:35,2:48,"['RE', 'BUS', 'ICE']",40.9,3,1677398460000,CB
ICE_CB_20230302_1940,2023-03-02,19:40,22:35,2:55,['ICE'],39.9,3,1677398460000,CB
ICE_CB_20230302_1946,2023-03-02,19:46,22:35,2:49,"['RE', 'BUS', 'ICE']",33.9,3,1677398460000,CB
ICE_CB_20230303_1049,2023-03-03,10:49,13:35,2:46,['ICE'],61.9,4,1677398520000,CB
ICE_CB_20230303_1443,2023-03-03,14:43,17:35,2:52,['ICE'],79.1,4,1677398520000,CB
ICE_CB_20230303_1447,2023-03-03,14:47,17:35,2:48,"['RE', 'BUS', 'ICE']",60.9,4,1677398520000,CB
ICE_CB_20230303_1617,2023-03-03,16:17,19:35,3:18,['ICE'],61.9,4,1677398520000,CB
