name,date,departure,arrival,time,products,price,weekday,validity,route
ICE_BC_20230623_0623,2023-06-23,06:23,08:16,1:53,['ICE'],59.9,4,1687460400000,BC
ICE_BC_20230623_1025,2023-06-23,10:25,12:15,1:50,['ICE'],86.45,4,1687460400000,BC
ICE_BC_20230623_1225,2023-06-23,12:25,14:15,1:50,['ICE'],59.9,4,1687460400000,BC
ICE_BC_20230623_1425,2023-06-23,14:25,16:15,1:50,['ICE'],59.9,4,1687460400000,BC
ICE_BC_20230623_1622,2023-06-23,16:22,18:15,1:53,['ICE'],59.9,4,1687460400000,BC
ICE_BC_20230623_1825,2023-06-23,18:25,20:15,1:50,['ICE'],59.9,4,1687460400000,BC
ICE_BC_20230624_0623,2023-06-24,06:23,08:16,1:53,['ICE'],57.9,5,1687460400000,BC
ICE_BC_20230624_0825,2023-06-24,08:25,10:15,1:50,['ICE'],59.9,5,1687460400000,BC
ICE_BC_20230624_1025,2023-06-24,10:25,12:15,1:50,['ICE'],59.9,5,1687460400000,BC
ICE_BC_20230624_1225,2023-06-24,12:25,14:15,1:50,['ICE'],57.9,5,1687460400000,BC
ICE_BC_20230624_1425,2023-06-24,14:25,16:15,1:50,['ICE'],57.9,5,1687460400000,BC
ICE_BC_20230624_1625,2023-06-24,16:25,18:15,1:50,['ICE'],57.9,5,1687460400000,BC
ICE_BC_20230624_1825,2023-06-24,18:25,20:15,1:50,['ICE'],57.9,5,1687460400000,BC
ICE_BC_20230625_0623,2023-06-25,06:23,08:16,1:53,['ICE'],49.9,6,1687460400000,BC
ICE_BC_20230625_0825,2023-06-25,08:25,10:15,1:50,['ICE'],57.9,6,1687460400000,BC
ICE_BC_20230625_1025,2023-06-25,10:25,12:15,1:50,['ICE'],57.9,6,1687460400000,BC
ICE_BC_20230625_1225,2023-06-25,12:25,14:15,1:50,['ICE'],59.9,6,1687460400000,BC
ICE_BC_20230625_1425,2023-06-25,14:25,16:15,1:50,['ICE'],68.0,6,1687460460000,BC
ICE_BC_20230625_1625,2023-06-25,16:25,18:15,1:50,['ICE'],68.0,6,1687460460000,BC
ICE_BC_20230625_1825,2023-06-25,18:25,20:15,1:50,['ICE'],59.9,6,1687460460000,BC
ICE_BC_20230625_2025,2023-06-25,20:25,22:14,1:49,['ICE'],57.9,6,1687460460000,BC
ICE_BC_20230626_0623,2023-06-26,06:23,08:16,1:53,['ICE'],49.9,0,1687460460000,BC
ICE_BC_20230626_0823,2023-06-26,08:23,10:15,1:52,['ICE'],57.9,0,1687460460000,BC
