name,date,departure,arrival,time,products,price,weekday,validity,route
ICE_CB_20230307_0742,2023-03-07,07:42,09:35,1:53,['ICE'],57.9,1,1678089600000,CB
ICE_CB_20230307_0942,2023-03-07,09:42,11:35,1:53,['ICE'],57.9,1,1678089600000,CB
ICE_CB_20230307_1142,2023-03-07,11:42,13:35,1:53,['ICE'],57.9,1,1678089600000,CB
ICE_CB_20230307_1342,2023-03-07,13:42,15:35,1:53,['ICE'],57.9,1,1678089600000,CB
ICE_CB_20230307_1540,2023-03-07,15:40,17:35,1:55,['ICE'],57.9,1,1678089600000,CB
ICE_CB_20230307_1741,2023-03-07,17:41,19:35,1:54,['ICE'],57.9,1,1678089600000,CB
ICE_CB_20230307_1940,2023-03-07,19:40,21:35,1:55,['ICE'],49.9,1,1678089600000,CB
ICE_CB_20230308_0742,2023-03-08,07:42,09:35,1:53,['ICE'],49.9,2,1678089600000,CB
ICE_CB_20230308_0942,2023-03-08,09:42,11:35,1:53,['ICE'],49.9,2,1678089600000,CB
ICE_CB_20230308_1142,2023-03-08,11:42,13:35,1:53,['ICE'],57.9,2,1678089600000,CB
ICE_CB_20230308_1342,2023-03-08,13:42,15:35,1:53,['ICE'],61.9,2,1678089600000,CB
ICE_CB_20230308_1540,2023-03-08,15:40,17:35,1:55,['ICE'],57.9,2,1678089600000,CB
ICE_CB_20230308_1741,2023-03-08,17:41,19:35,1:54,['ICE'],57.9,2,1678089600000,CB
ICE_CB_20230308_1940,2023-03-08,19:40,21:35,1:55,['ICE'],57.9,2,1678089600000,CB
ICE_CB_20230309_0742,2023-03-09,07:42,09:35,1:53,['ICE'],49.9,3,1678089600000,CB
ICE_CB_20230309_0942,2023-03-09,09:42,11:35,1:53,['ICE'],57.9,3,1678089600000,CB
ICE_CB_20230309_1142,2023-03-09,11:42,13:35,1:53,['ICE'],57.9,3,1678089600000,CB
ICE_CB_20230309_1342,2023-03-09,13:42,15:35,1:53,['ICE'],61.9,3,1678089660000,CB
ICE_CB_20230309_1540,2023-03-09,15:40,17:35,1:55,['ICE'],61.9,3,1678089660000,CB
ICE_CB_20230309_1741,2023-03-09,17:41,19:35,1:54,['ICE'],57.9,3,1678089660000,CB
ICE_CB_20230309_1940,2023-03-09,19:40,21:35,1:55,['ICE'],57.9,3,1678089660000,CB
ICE_CB_20230310_0742,2023-03-10,07:42,09:35,1:53,['ICE'],49.9,4,1678089660000,CB
ICE_CB_20230310_0942,2023-03-10,09:42,11:35,1:53,['ICE'],57.9,4,1678089660000,CB
ICE_CB_20230310_1142,2023-03-10,11:42,13:35,1:53,['ICE'],57.9,4,1678089660000,CB
ICE_CB_20230310_1342,2023-03-10,13:42,15:35,1:53,['ICE'],61.9,4,1678089660000,CB
ICE_CB_20230310_1540,2023-03-10,15:40,17:35,1:55,['ICE'],79.1,4,1678089660000,CB
ICE_CB_20230310_1741,2023-03-10,17:41,19:35,1:54,['ICE'],79.1,4,1678089660000,CB
ICE_CB_20230310_1940,2023-03-10,19:40,21:35,1:55,['ICE'],61.9,4,1678089660000,CB
ICE_CB_20230311_0742,2023-03-11,07:42,09:35,1:53,['ICE'],49.9,5,1678089660000,CB
ICE_CB_20230311_0942,2023-03-11,09:42,11:35,1:53,['ICE'],57.9,5,1678089660000,CB
ICE_CB_20230311_1142,2023-03-11,11:42,13:35,1:53,['ICE'],57.9,5,1678089660000,CB
ICE_CB_20230311_1342,2023-03-11,13:42,15:35,1:53,['ICE'],57.9,5,1678089660000,CB
ICE_CB_20230311_1540,2023-03-11,15:40,17:35,1:55,['ICE'],57.9,5,1678089660000,CB
ICE_CB_20230311_1741,2023-03-11,17:41,19:35,1:54,['ICE'],57.9,5,1678089660000,CB
ICE_CB_20230311_1940,2023-03-11,19:40,21:35,1:55,['ICE'],49.9,5,1678089720000,CB
