name,date,departure,arrival,time,products,price,weekday,validity,route
ICE_BC_20221218_1025,2022-12-18,10:25,12:15,1:50,['ICE'],124.7,6,1671303600000,BC
ICE_BC_20221218_1225,2022-12-18,12:25,14:15,1:50,['ICE'],73.4,6,1671303600000,BC
ICE_BC_20221218_1425,2022-12-18,14:25,16:15,1:50,['ICE'],73.4,6,1671303600000,BC
ICE_BC_20221218_1625,2022-12-18,16:25,18:15,1:50,['ICE'],61.9,6,1671303600000,BC
ICE_BC_20221218_1825,2022-12-18,18:25,20:15,1:50,['ICE'],61.9,6,1671303600000,BC
ICE_BC_20221218_2025,2022-12-18,20:25,22:14,1:49,['ICE'],49.9,6,1671303600000,BC
ICE_BC_20221219_0623,2022-12-19,06:23,08:16,1:53,['ICE'],57.9,0,1671303600000,BC
ICE_BC_20221219_0823,2022-12-19,08:23,10:15,1:52,['ICE'],61.9,0,1671303600000,BC
ICE_BC_20221219_1025,2022-12-19,10:25,12:15,1:50,['ICE'],61.9,0,1671303600000,BC
ICE_BC_20221219_1225,2022-12-19,12:25,14:15,1:50,['ICE'],61.9,0,1671303600000,BC
ICE_BC_20221219_1425,2022-12-19,14:25,16:15,1:50,['ICE'],57.9,0,1671303600000,BC
ICE_BC_20221219_1622,2022-12-19,16:22,18:15,1:53,['ICE'],57.9,0,1671303600000,BC
ICE_BC_20221219_1825,2022-12-19,18:25,20:15,1:50,['ICE'],49.9,0,1671303600000,BC
ICE_BC_20221220_0623,2022-12-20,06:23,08:16,1:53,['ICE'],57.9,1,1671303600000,BC
ICE_BC_20221220_0823,2022-12-20,08:23,10:15,1:52,['ICE'],61.9,1,1671303600000,BC
ICE_BC_20221220_1025,2022-12-20,10:25,12:15,1:50,['ICE'],61.9,1,1671303600000,BC
ICE_BC_20221220_1225,2022-12-20,12:25,14:15,1:50,['ICE'],61.9,1,1671303660000,BC
ICE_BC_20221220_1425,2022-12-20,14:25,16:15,1:50,['ICE'],57.9,1,1671303660000,BC
ICE_BC_20221220_1622,2022-12-20,16:22,18:15,1:53,['ICE'],61.9,1,1671303660000,BC
ICE_BC_20221220_1825,2022-12-20,18:25,20:15,1:50,['ICE'],49.9,1,1671303660000,BC
ICE_BC_20221221_0623,2022-12-21,06:23,08:16,1:53,['ICE'],57.9,2,1671303660000,BC
ICE_BC_20221221_0823,2022-12-21,08:23,10:15,1:52,['ICE'],61.9,2,1671303660000,BC
ICE_BC_20221221_1025,2022-12-21,10:25,12:15,1:50,['ICE'],65.3,2,1671303660000,BC
ICE_BC_20221221_1225,2022-12-21,12:25,14:15,1:50,['ICE'],61.9,2,1671303660000,BC
ICE_BC_20221221_1425,2022-12-21,14:25,16:15,1:50,['ICE'],61.9,2,1671303660000,BC
ICE_BC_20221221_1622,2022-12-21,16:22,18:15,1:53,['ICE'],61.9,2,1671303660000,BC
ICE_BC_20221221_1825,2022-12-21,18:25,20:15,1:50,['ICE'],57.9,2,1671303660000,BC
ICE_BC_20221222_0623,2022-12-22,06:23,08:16,1:53,['ICE'],60.1,3,1671303660000,BC
ICE_BC_20221222_0823,2022-12-22,08:23,10:15,1:52,['ICE'],60.1,3,1671303660000,BC
ICE_BC_20221222_1025,2022-12-22,10:25,12:15,1:50,['ICE'],102.1,3,1671303660000,BC
ICE_BC_20221222_1225,2022-12-22,12:25,14:15,1:50,['ICE'],60.1,3,1671303660000,BC
ICE_BC_20221222_1425,2022-12-22,14:25,16:15,1:50,['ICE'],60.1,3,1671303660000,BC
ICE_BC_20221222_1622,2022-12-22,16:22,18:15,1:53,['ICE'],60.1,3,1671303660000,BC
ICE_BC_20221222_1825,2022-12-22,18:25,20:15,1:50,['ICE'],57.9,3,1671303660000,BC
ICE_BC_20221223_0823,2022-12-23,08:23,10:15,1:52,['ICE'],80.5,4,1671303720000,BC
ICE_BC_20221223_1025,2022-12-23,10:25,12:15,1:50,['ICE'],80.5,4,1671303720000,BC
ICE_BC_20221223_1225,2022-12-23,12:25,14:15,1:50,['ICE'],80.5,4,1671303720000,BC
ICE_BC_20221223_1425,2022-12-23,14:25,16:15,1:50,['ICE'],80.5,4,1671303720000,BC
ICE_BC_20221223_1825,2022-12-23,18:25,20:15,1:50,['ICE'],61.9,4,1671303720000,BC
ICE_BC_20221224_0623,2022-12-24,06:23,08:16,1:53,['ICE'],61.9,5,1671303720000,BC
ICE_BC_20221224_0825,2022-12-24,08:25,10:15,1:50,['ICE'],61.9,5,1671303720000,BC
ICE_BC_20221224_1025,2022-12-24,10:25,12:15,1:50,['ICE'],61.9,5,1671303720000,BC
ICE_BC_20221224_1225,2022-12-24,12:25,14:15,1:50,['ICE'],57.9,5,1671303720000,BC
ICE_BC_20221224_1425,2022-12-24,14:25,16:15,1:50,['ICE'],57.9,5,1671303720000,BC
ICE_BC_20221224_1625,2022-12-24,16:25,18:15,1:50,['ICE'],39.9,5,1671303720000,BC
ICE_BC_20221224_1825,2022-12-24,18:25,20:15,1:50,['ICE'],35.9,5,1671303720000,BC
ICE_BC_20221225_0623,2022-12-25,06:23,08:16,1:53,['ICE'],33.9,6,1671303720000,BC
ICE_BC_20221225_0825,2022-12-25,08:25,10:15,1:50,['ICE'],39.9,6,1671303720000,BC
ICE_BC_20221225_1025,2022-12-25,10:25,12:15,1:50,['ICE'],49.9,6,1671303780000,BC
ICE_BC_20221225_1225,2022-12-25,12:25,14:15,1:50,['ICE'],49.9,6,1671303780000,BC
