name,date,departure,arrival,time,products,price,weekday,validity,route
ICE_CB_20230920_0742,2023-09-20,07:42,09:35,1:53,['ICE'],49.9,2,1695110400000,CB
ICE_CB_20230920_0942,2023-09-20,09:42,11:35,1:53,['ICE'],49.9,2,1695110400000,CB
ICE_CB_20230920_1142,2023-09-20,11:42,13:35,1:53,['ICE'],49.9,2,1695110400000,CB
ICE_CB_20230920_1342,2023-09-20,13:42,15:35,1:53,['ICE'],49.9,2,1695110400000,CB
ICE_CB_20230920_1540,2023-09-20,15:40,17:35,1:55,['ICE'],59.9,2,1695110400000,CB
ICE_CB_20230920_1741,2023-09-20,17:41,19:35,1:54,['ICE'],49.9,2,1695110400000,CB
ICE_CB_20230920_1941,2023-09-20,19:41,21:35,1:54,['ICE'],49.9,2,1695110400000,CB
ICE_CB_20230921_0742,2023-09-21,07:42,09:35,1:53,['ICE'],35.9,3,1695110400000,CB
ICE_CB_20230921_0942,2023-09-21,09:42,11:35,1:53,['ICE'],49.9,3,1695110400000,CB
ICE_CB_20230921_1142,2023-09-21,11:42,13:35,1:53,['ICE'],59.9,3,1695110400000,CB
ICE_CB_20230921_1342,2023-09-21,13:42,15:35,1:53,['ICE'],59.9,3,1695110400000,CB
ICE_CB_20230921_1540,2023-09-21,15:40,17:35,1:55,['ICE'],59.9,3,1695110400000,CB
ICE_CB_20230921_1741,2023-09-21,17:41,19:35,1:54,['ICE'],59.9,3,1695110400000,CB
ICE_CB_20230921_1941,2023-09-21,19:41,21:35,1:54,['ICE'],49.9,3,1695110400000,CB
ICE_CB_20230922_0742,2023-09-22,07:42,09:35,1:53,['ICE'],37.9,4,1695110400000,CB
ICE_CB_20230922_0942,2023-09-22,09:42,11:35,1:53,['ICE'],57.9,4,1695110400000,CB
ICE_CB_20230922_1342,2023-09-22,13:42,15:35,1:53,['ICE'],57.9,4,1695110460000,CB
ICE_CB_20230922_1540,2023-09-22,15:40,17:35,1:55,['ICE'],79.1,4,1695110460000,CB
ICE_CB_20230922_1741,2023-09-22,17:41,19:35,1:54,['ICE'],57.9,4,1695110460000,CB
ICE_CB_20230922_1941,2023-09-22,19:41,21:35,1:54,['ICE'],59.9,4,1695110460000,CB
ICE_CB_20230923_0742,2023-09-23,07:42,09:35,1:53,['ICE'],37.9,5,1695110460000,CB
ICE_CB_20230923_0942,2023-09-23,09:42,11:35,1:53,['ICE'],49.9,5,1695110460000,CB
ICE_CB_20230923_1142,2023-09-23,11:42,13:35,1:53,['ICE'],49.9,5,1695110460000,CB
ICE_CB_20230923_1342,2023-09-23,13:42,15:35,1:53,['ICE'],49.9,5,1695110460000,CB
ICE_CB_20230923_1540,2023-09-23,15:40,17:35,1:55,['ICE'],49.9,5,1695110460000,CB
ICE_CB_20230923_1741,2023-09-23,17:41,19:35,1:54,['ICE'],37.9,5,1695110460000,CB
ICE_CB_20230923_1941,2023-09-23,19:41,21:35,1:54,['ICE'],35.9,5,1695110460000,CB
ICE_CB_20230924_0742,2023-09-24,07:42,09:35,1:53,['ICE'],35.9,6,1695110460000,CB
ICE_CB_20230924_0942,2023-09-24,09:42,11:35,1:53,['ICE'],49.9,6,1695110460000,CB
ICE_CB_20230924_1142,2023-09-24,11:42,13:35,1:53,['ICE'],57.9,6,1695110460000,CB
ICE_CB_20230924_1342,2023-09-24,13:42,15:35,1:53,['ICE'],57.9,6,1695110460000,CB
ICE_CB_20230924_1540,2023-09-24,15:40,17:35,1:55,['ICE'],73.9,6,1695110460000,CB
ICE_CB_20230924_1741,2023-09-24,17:41,19:35,1:54,['ICE'],73.9,6,1695110460000,CB
ICE_CB_20230924_1941,2023-09-24,19:41,21:35,1:54,['ICE'],57.9,6,1695110520000,CB
ICE_CB_20230924_2142,2023-09-24,21:42,23:35,1:53,['ICE'],37.9,6,1695110520000,CB
ICE_CB_20230925_0742,2023-09-25,07:42,09:35,1:53,['ICE'],41.9,0,1695110520000,CB
ICE_CB_20230925_0942,2023-09-25,09:42,11:35,1:53,['ICE'],77.2,0,1695110520000,CB
ICE_CB_20230925_1142,2023-09-25,11:42,13:35,1:53,['ICE'],77.2,0,1695110520000,CB
ICE_CB_20230925_1342,2023-09-25,13:42,15:35,1:53,['ICE'],57.9,0,1695110520000,CB
ICE_CB_20230925_1540,2023-09-25,15:40,17:35,1:55,['ICE'],57.9,0,1695110520000,CB
ICE_CB_20230925_1741,2023-09-25,17:41,19:35,1:54,['ICE'],57.9,0,1695110520000,CB
ICE_CB_20230925_1941,2023-09-25,19:41,21:35,1:54,['ICE'],37.9,0,1695110520000,CB
ICE_CB_20230926_0742,2023-09-26,07:42,09:35,1:53,['ICE'],35.9,1,1695110520000,CB
ICE_CB_20230926_0942,2023-09-26,09:42,11:35,1:53,['ICE'],37.9,1,1695110520000,CB
